Id,Agency,Posting_Type,Nr_of_Positions,Classification,Job_Category,FullPart_Time,Career_Level,Salary_From,Salary_To,Salary_Frequency,Work_Location,Work_Unit,Posting_Date,Posting_Updated,Salary_Index,ACR
251310,LAW DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources Legal Affairs,F,Experienced (non-manager),39041,54633,Annual,"100 Church St., N.Y.",Labor & Employment Law Div F,08/05/2016,08/05/2016,9.737422037422037,LD
514681,POLICE DEPARTMENT,Internal,2,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),36390,55228,Annual,"120 W 82Nd St., N.Y.",20th Precinct - Civilian/Cadet,01/12/2022,10/31/2022,9.523700623700623,POLICE DEPARTMENT
487233,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,Competitive-1,Health,P,Experienced (non-manager),17.57,20.21,Hourly,160 West 100Th Street Ny,SH Nursing Services & Prof Dev,10/28/2022,10/28/2022,18.89,DOHMH
568646,FIRE DEPARTMENT,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),58695,67499,Annual,"9 Metrotech Center, Brooklyn N",Public Certification & Testi,01/13/2023,01/13/2023,13.117879417879418,FIRE DEPARTMENT
564814,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),66442,91234,Annual,"125 Worth Street, Nyc",Child Care,12/14/2022,12/22/2022,16.39043659043659,DOHMH
536798,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,Social Services,F,Experienced (non-manager),67000,98484,Annual,"111 Centre St., N.Y.",Housing-Homles SV/INIT NM,06/30/2022,08/01/2022,17.202079002079003,HDOSS
566852,DEPARTMENT OF FINANCE,External,1,Competitive-1,"Administration & Human Resources Policy, Research & Analysis",F,Experienced (non-manager),75000,90000,Annual,59 Maiden Lane,Office of the CIO,01/05/2023,01/04/2023,17.151767151767153,DEPARTMENT OF FINANCE
537533,DEPARTMENT OF CORRECTION,Internal,2,Non-Competitive-5,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),54100,62215,Annual,75-20 Astoria Blvd,Adult Offender Pgms.,07/01/2022,07/15/2022,12.09095634095634,DOC
559004,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),42127,46350,Annual,5 Manhattan West,Ops/SS Technical Services,11/03/2022,11/03/2022,9.197193347193346,FINANCIAL INFO SVCS AGENCY
564963,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),77921,98128,Annual,"3701 Jerome Ave, Bx NY 10467",Croton Filtration Plant,12/20/2022,01/03/2023,18.30031185031185,DOEP
542351,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",NA,Entry-Level,56866,56866,Annual,75-20 Astoria Blvd,Strategic Plning & Plcy Dvlpm,07/30/2022,09/08/2022,NA,DOC
558394,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Non-Competitive-5,"Constituent Services & Community Programs Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Entry-Level,54100,83981,Annual,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,11/15/2022,11/15/2022,14.353534303534303,DOEP
541024,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),130000,180000,Annual,59-17 Junction Blvd Corona Ny,BUSINESS INFORMATION TECH,07/25/2022,12/23/2022,32.224532224532226,DOEP
518031,ADMIN FOR CHILDREN'S SVCS,External,9,Competitive-1,Social Services,F,Experienced (non-manager),86096,96000,Annual,"492 First Avenue, New York, Ny",Cps Training Academy (Dcp/Qa),06/30/2022,06/30/2022,18.92889812889813,AFCS
566272,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),94715,100000,Annual,4 World Trade Center,Employment/Contract Svcs-NM,12/27/2022,12/28/2022,20.240644490644492,HDOSS
556481,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70611,105138,Annual,Office of the Director,"Perf, Technology & Analytics",11/15/2022,11/15/2022,18.269126819126818,NHA
546850,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,Constituent Services & Community Programs Health,NA,Entry-Level,63952,73000,Annual,42-09 28th Street,Agency Preparedness & Response,01/03/2023,01/03/2023,NA,DOHMH
276648,LAW DEPARTMENT,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),33875,54879,Annual,OCSE Central Court Svcs,Family Court: New York,12/23/2016,12/23/2016,9.225987525987525,LD
565683,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,"465 Columbus Ave. Valhalla, Ny",SUTTON PARK - OZ,01/09/2023,01/09/2023,17.243762993762992,DOEP
566939,DEPARTMENT OF FINANCE,External,1,Competitive-1,"Communications & Intergovernmental Affairs Finance, Accounting, & Procurement",F,Experienced (non-manager),69012,88992,Annual,59 Maiden Lane,OFC. Of Purchasing & Contracts,01/06/2023,01/05/2023,16.424532224532225,DEPARTMENT OF FINANCE
551850,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Experienced (non-manager),94283,108426,Annual,96-05 Horace Harding Expway,OFFICE OF ENERGY / PERFORMANCE,10/20/2022,10/20/2022,21.07162162162162,DOEP
455567,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,90000,Annual,"150 William Street, New York N","Mis Admin,Network Sysms Dvlpmt",12/21/2022,12/21/2022,17.151767151767153,AFCS
557911,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,66066,Annual,"1 Metro Tech, Brooklyn Ny",Municipal ID-NM,10/25/2022,12/09/2022,12.49126819126819,HDOSS
560528,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,ELEC AND INSTR CONTRACTS - IFA,11/16/2022,11/16/2022,22.066735966735965,DOEP
436199,NYC HOUSING AUTHORITY,External,4,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),72063,122168,Annual,Field Operations Office of DIR,Project Management Operations,04/15/2021,07/13/2021,20.19033264033264,NHA
557782,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",F,Experienced (non-manager),140000,160000,Annual,Vendor & Contract Mgmt,Vendor & Contract Mgmt,11/29/2022,11/29/2022,31.185031185031185,NHA
566021,NYC HOUSING AUTHORITY,External,1,Competitive-1,Building Operations & Maintenance,F,Entry-Level,49666,76064,Annual,Laguardia Houses,Manhattan Property Management,01/09/2023,01/09/2023,13.06964656964657,NHA
568087,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,77921,Annual,30-30 Thomson Ave L I City Qns,SSS/GEOTECHNICAL INVESTGTNS,01/09/2023,01/09/2023,14.033160083160084,DODC
553288,HRA/DEPT OF SOCIAL SERVICES,External,8,Competitive-1,Social Services,F,Experienced (non-manager),37748,43410,Annual,92-31 Union Hall St. Jamaica N,Constituent Services-NM,09/28/2022,11/28/2022,8.436382536382537,HDOSS
558574,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),58695,70567,Annual,30-30 Thomson Ave L I City Qns,OPS/Executive,01/05/2023,01/05/2023,13.436798336798336,DODC
567395,FINANCIAL INFO SVCS AGENCY,External,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),58700,75000,Annual,5 Manhattan West,Ops/FS/Ops Supp/Job Admin,01/09/2023,01/09/2023,13.898128898128897,FINANCIAL INFO SVCS AGENCY
561741,ADMIN FOR CHILDREN'S SVCS,Internal,5,Competitive-1,Social Services,F,Experienced (non-manager),42731,42731,Annual,"492 First Avenue, New York, Ny",Children's Center,01/12/2023,01/12/2023,8.883783783783784,AFCS
566201,DEPARTMENT OF CORRECTION,External,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),274.575,274.575,Daily,"Hazen St-Trans. Div., E. Elm,",Flt. Ops. Unit-Civ,01/05/2023,01/05/2023,14.84189189189189,DOC
520781,DEPARTMENT OF TRANSPORTATION,Internal,2,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,"Research, Imp & Safety",02/18/2022,03/07/2022,17.243762993762992,DOT
564013,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),51132,78966,Annual,"2 Lafayette St., N.Y.",Procurement,12/08/2022,12/08/2022,13.523700623700623,DEPT OF YOUTH & COMM DEV SRVS
558885,DEPT OF ENVIRONMENT PROTECTION,Internal,25,Labor-3,"Constituent Services & Community Programs Public Safety, Inspections, & Enforcement",F,Entry-Level,34716,39923,Annual,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,12/05/2022,12/05/2022,7.758731808731809,DOEP
540234,POLICE DEPARTMENT,External,1,Competitive-1,"Administration & Human Resources Constituent Services & Community Programs Policy, Research & Analysis",F,Experienced (non-manager),42150,58163,Annual,"1 Police Plaza, N.Y.",Staffing Admin SEC/CIV,12/30/2022,12/30/2022,10.427546777546777,POLICE DEPARTMENT
568207,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),62470,75197,Annual,30-30 Thomson Ave L I City Qns,Hrsd/Personnel,01/09/2023,01/09/2023,14.310498960498961,DODC
508394,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,180000,Annual,55 Water St Ny Ny,IT & Telecom,12/15/2021,12/15/2021,26.507276507276508,DOT
557727,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),53057,77124,Annual,59-17 Junction Blvd Corona Ny,Dept of Environment Protection,11/25/2022,01/09/2023,13.532328482328483,DOEP
557114,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,Constituent Services & Community Programs,F,Entry-Level,38333,63794,Annual,Resident Relocation Svcs,Resident Relocation Svcs,11/07/2022,11/07/2022,10.616112266112266,NHA
495980,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),84468,100501,Annual,"66 John Street, New York, Ny",Child and Family Well-Being,06/23/2022,11/18/2022,19.227546777546777,AFCS
567646,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,71840,Annual,30-30 Thomson Ave L I City Qns,F&P/Cb&Payments/Cap.Budg.Admin,01/09/2023,01/11/2023,13.961538461538462,DODC
567420,DEPT OF PARKS & RECREATION,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),77841,77841,Annual,Randalls Island 5-Boro Shops,CW GARAGE CUNNINGHAM,01/06/2023,01/06/2023,16.183160083160082,DEPT OF PARKS & RECREATION
530166,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Non-Competitive-5,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Technology, Data & Innovation Policy, Research & Analysis Social Services",F,Experienced (non-manager),75504,86830,Annual,4 World Trade Center,Data Reporting/Analysis-NM,07/26/2022,07/29/2022,16.874636174636176,HDOSS
367653,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),64657,74356,Annual,421 East 26th Street NY NY,OCME - Human Resources,09/27/2018,09/27/2018,14.4504158004158,DOHMH
548581,HRA/DEPT OF SOCIAL SERVICES,External,2,Non-Competitive-5,Social Services,F,Experienced (non-manager),64140,77609,Annual,253 Broadway New York Ny,Domestic Violence-NM,08/30/2022,12/16/2022,14.734823284823285,HDOSS
567965,CONSUMER AND WORKER PROTECTION,Internal,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),32850,40017,Annual,"42 Broadway, N.Y.",Licensing Customer Service,01/09/2023,01/09/2023,7.574532224532224,CONSUMER AND WORKER PROTECTION
541999,BRONX DISTRICT ATTORNEY,Internal,2,Exempt-4,"Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),80000,80000,Annual,265 E 161st Street,Assistant District Attorney,07/22/2022,07/22/2022,16.632016632016633,BRONX DISTRICT ATTORNEY
545633,FIRE DEPARTMENT,Internal,1,Competitive-1,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),53057,77124,Annual,"9 Metrotech Center, Brooklyn N",Timekeeping Admin & Complain,06/30/2022,08/31/2022,13.532328482328483,FIRE DEPARTMENT
539117,DEPT OF ENVIRONMENT PROTECTION,External,1,Non-Competitive-5,"Engineering, Architecture, & Planning",F,Executive,231796,231796,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,07/06/2022,07/06/2022,48.19043659043659,DOEP
546492,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,57078,85646,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,08/22/2022,08/22/2022,14.836174636174636,DOEP
559835,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),41395,70212,Annual,34-02 Queens Boulevard Long Is,Parking Adm-Exec,12/27/2022,12/27/2022,11.601559251559252,DOT
551398,DEPARTMENT OF CITY PLANNING,Internal,2,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),73294,84288,Annual,"120 Broadway, New York, NY",Environmental Review,09/19/2022,09/19/2022,16.38066528066528,DEPARTMENT OF CITY PLANNING
530518,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Social Services",F,Experienced (non-manager),53057,61015,Annual,375 Pearl Street,Office Of Revenue/Admin-NM,04/29/2022,06/30/2022,11.857796257796258,HDOSS
557692,NYC HOUSING AUTHORITY,Internal,5,Labor-3,"Public Safety, Inspections, & Enforcement",F,Entry-Level,31377,38741,Annual,Pest Management-Dir,Pest Management,11/02/2022,11/02/2022,7.2887733887733885,NHA
554729,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,"Finance, Accounting, & Procurement Health",F,Experienced (non-manager),60010,100875,Annual,42-09 28th Street,Acco/Contracts,10/07/2022,12/14/2022,16.724012474012476,DOHMH
541775,DEPT. OF HOMELESS SERVICES,Internal,2,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),62470,80008,Annual,"33 Beaver St, New York Ny",Housing Emergency Ref Op,08/18/2022,08/20/2022,14.81060291060291,DEPT. OF HOMELESS SERVICES
545813,DEPT OF ENVIRONMENT PROTECTION,Internal,5,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,08/22/2022,08/22/2022,14.836174636174636,DOEP
529586,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),90000,100000,Annual,5 Manhattan West,OPS/Business Support,04/22/2022,08/18/2022,19.75051975051975,FINANCIAL INFO SVCS AGENCY
542305,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,"Health Policy, Research & Analysis",F,Experienced (non-manager),56148,63447,Annual,42-09 28th Street,Public Information,01/05/2023,01/05/2023,12.431912681912682,DOHMH
519102,DEPARTMENT OF CORRECTION,External,8,Non-Competitive-5,"Public Safety, Inspections, & Enforcement",F,Manager,150000,175000,Annual,"Hazen St-A.M.K.C., E. Elm, Ny",Commissioner,02/04/2022,02/04/2022,33.78378378378378,DOC
552689,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Administration & Human Resources Constituent Services & Community Programs Health,F,Entry-Level,47418,69462,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor,12/30/2022,12/30/2022,12.14968814968815,DOHMH
527782,NYC HOUSING AUTHORITY,External,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),67.72,67.72,Hourly,Brooklyn Floating Staff,Brooklyn Property Management,04/13/2022,05/12/2022,67.72,NHA
547920,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),90000,100000,Annual,5 Manhattan West,OPS/Business Support,08/25/2022,08/25/2022,19.75051975051975,FINANCIAL INFO SVCS AGENCY
554838,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,65640,Annual,30-30 Thomson Ave L I City Qns,INFRA/DSGN/SECT.5/SUSTAININFRA,11/29/2022,12/05/2022,12.756548856548857,DODC
558009,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),100000,145000,Annual,5 Manhattan West,OPS/FS/Technical Services,10/26/2022,11/22/2022,25.467775467775468,FINANCIAL INFO SVCS AGENCY
551808,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,Administration & Human Resources Social Services,F,Experienced (non-manager),54100,62215,Annual,"66 John Street, New York, Ny",Administrative Services(Admin),12/30/2022,12/30/2022,12.09095634095634,AFCS
520533,LAW DEPARTMENT,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",NA,Experienced (non-manager),36390,41848,Annual,"100 Church St., N.Y.",Admin Services,02/17/2022,03/03/2022,NA,LD
548941,HRA/DEPT OF SOCIAL SERVICES,Internal,3,Non-Competitive-5,"Policy, Research & Analysis Social Services",F,Experienced (non-manager),84468,97138,Annual,4 World Trade Center,Data Reporting/Analysis-NM,09/01/2022,11/15/2022,18.877962577962577,HDOSS
540468,BRONX DISTRICT ATTORNEY,Internal,5,Exempt-4,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),80440,167610,Annual,198 E161St Street Bronx N.Y.,Assistant District Attorney,07/14/2022,10/14/2022,25.784823284823286,BRONX DISTRICT ATTORNEY
563640,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),53702,146121,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,01/09/2023,01/09/2023,20.771621621621623,DOEP
292969,POLICE DEPARTMENT,Internal,1,Competitive-1,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),43473,63386,Annual,"1 Police Plaza, N.Y.",Fiscal Affairs Div/Civ,08/30/2017,08/30/2017,11.108004158004158,POLICE DEPARTMENT
539455,FIRE DEPARTMENT,Internal,9,Non-Competitive-5,Health,P,Experienced (non-manager),79.23,84.86,Hourly,58-65 52Nd Rd. Woodside Ny,Telemetry Physicians,07/07/2022,08/30/2022,82.045,FIRE DEPARTMENT
533818,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,66066,Annual,"1 Metro Tech, Brooklyn Ny",Municipal ID-NM,05/27/2022,12/20/2022,12.49126819126819,HDOSS
561355,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Technology, Data & Innovation",F,Experienced (non-manager),78128,118657,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,12/20/2022,12/20/2022,20.455821205821206,DOEP
568463,LAW DEPARTMENT,Internal,3,Exempt-4,Legal Affairs,F,Experienced (non-manager),73579,153666,Annual,"100 Church St., N.Y.",Family Court: New York,01/10/2023,01/10/2023,23.62214137214137,LD
558983,FINANCIAL INFO SVCS AGENCY,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),42127,46350,Annual,5 Manhattan West,OPS/FS/Business Team,11/03/2022,11/03/2022,9.197193347193346,FINANCIAL INFO SVCS AGENCY
554340,DISTRICT ATTORNEY RICHMOND COU,External,1,Non-Competitive-5,Social Services,F,Entry-Level,50000,55000,Annual,"130 Stuyvesant Place, S.I.",Victim Services Unit,10/05/2022,10/12/2022,10.914760914760915,DISTRICT ATTORNEY RICHMOND COU
567634,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),63228,77497,Annual,30-30 Thomson Ave L I City Qns,LAW/COUNSEL,01/09/2023,01/13/2023,14.628378378378379,DODC
565221,DISTRICT ATTORNEY RICHMOND COU,Internal,1,Exempt-4,Legal Affairs,F,Experienced (non-manager),97500,102500,Annual,"130 Stuyvesant Place, S.I.",Appeals,12/16/2022,12/16/2022,20.79002079002079,DISTRICT ATTORNEY RICHMOND COU
464235,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Entry-Level,49328,56727,Annual,100 Gold Street,OFFICE OF BROWNFIELDS,05/25/2021,11/18/2021,11.024428274428274,DOEP
542818,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Health,F,Experienced (non-manager),59049,66725,Annual,421 East 26th Street NY NY,OCME - Evidence,07/27/2022,07/27/2022,13.074220374220374,DOHMH
439139,DEPARTMENT OF CORRECTION,External,7,Non-Competitive-5,Communications & Intergovernmental Affairs Legal Affairs,F,Experienced (non-manager),71423,91563,Annual,75-20 Astoria Blvd,Office of Trials,03/31/2020,09/13/2022,16.942411642411642,DOC
561434,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,"Policy, Research & Analysis",F,Experienced (non-manager),56041,75318,Annual,55 Water St Ny Ny,Training/Learning Center,11/18/2022,11/23/2022,13.654781704781705,DOT
563297,HOUSING PRESERVATION & DVLPMNT,Internal,2,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),115000,125000,Annual,100 Gold Street,Contracts & Real Estate Divisi,12/02/2022,12/02/2022,24.948024948024948,HPD
552159,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),65640,85646,Annual,55 Water St Ny Ny,Bridge Repair/PM Headquarters,11/07/2022,11/07/2022,15.726195426195426,DOT
533293,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),70611,105138,Annual,59-17 Junction Blvd Corona Ny,OFFICE OF PURCHASING MGMT,07/16/2022,07/16/2022,18.269126819126818,DOEP
566011,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),32850,48940,Annual,55 Water St Ny Ny,Bureau of Bridges Exec Hdqtr,12/28/2022,01/12/2023,8.502079002079002,DOT
549966,DEPT OF ENVIRONMENT PROTECTION,Internal,11,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,59-17 Junction Blvd Corona Ny,"CAP. PLAN. - ADMIN.,BLUEBELT",09/14/2022,09/14/2022,11.490436590436591,DOEP
542688,ADMIN FOR CHILDREN'S SVCS,Internal,1,Non-Competitive-5,"Policy, Research & Analysis Social Services",F,Experienced (non-manager),62215,80000,Annual,"150 William Street, New York N",Strategic Resource Mgt-P&P,07/26/2022,09/26/2022,14.783264033264032,AFCS
563460,ADMIN FOR CHILDREN'S SVCS,Internal,1,Competitive-1,Administration & Human Resources,F,Manager,100000,110000,Annual,"150 William Street, New York N",Office Of Human Resources,01/05/2023,01/12/2023,21.82952182952183,AFCS
548984,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,"Health Policy, Research & Analysis",NA,Experienced (non-manager),64140,64140,Annual,30-30 47TH AVE,World Trde Centr Hlth Registry,01/11/2023,01/11/2023,NA,DOHMH
565812,DEPT OF PARKS & RECREATION,Internal,2,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Experienced (non-manager),54100,83981,Annual,Flushing Meadow Pk Olmsted Ctr,CP DC For Capital Projects,12/23/2022,01/05/2023,14.353534303534303,DEPT OF PARKS & RECREATION
568206,NYC HOUSING AUTHORITY,External,1,Competitive-1,Building Operations & Maintenance,F,Entry-Level,53.58,53.58,Hourly,Brooklyn Neighborhood 02,Brooklyn Property Management,01/12/2023,01/12/2023,53.58,NHA
552754,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51413,62260,Annual,96-05 Horace Harding Expway,Mechanical Engineering - IFA,10/14/2022,10/14/2022,11.816320166320166,DOEP
527782,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),67.72,67.72,Hourly,Brooklyn Floating Staff,Brooklyn Property Management,04/13/2022,05/12/2022,67.72,NHA
566524,CONSUMER AND WORKER PROTECTION,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",F,Experienced (non-manager),54100,72000,Annual,"42 Broadway, N.Y.",External  Affairs,12/28/2022,12/28/2022,13.108108108108109,CONSUMER AND WORKER PROTECTION
548189,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),52931,60871,Annual,30-30 47TH AVE,Public Health Engineering,10/31/2022,10/31/2022,11.82972972972973,DOHMH
533843,ADMIN FOR CHILDREN'S SVCS,External,1,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,62215,Annual,"61 BROADWAY, NY, NY",Satterwhite Academy (DPPM),06/03/2022,10/12/2022,12.09095634095634,AFCS
555898,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Manager,64922,173486,Annual,96-05 Horace Harding Expway,BWT - PROCUREMENT,10/25/2022,10/26/2022,24.78253638253638,DOEP
567024,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,Administration & Human Resources,F,Manager,80931,208826,Annual,96-05 Horace Harding Expway,BWT - ADMINISTRATION/PERSONNEL,01/09/2023,01/09/2023,30.12027027027027,DOEP
534939,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80000,105000,Annual,"7870 State Rd 42 Grahamsville,",GRAHAMSVILLE - OF,06/27/2022,12/22/2022,19.23076923076923,DOEP
552512,DEPARTMENT OF TRANSPORTATION,Internal,18,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51317,67044,Annual,NYC - All Boroughs,Trf Control & Eng-Mco,09/25/2022,10/11/2022,12.303638253638253,DOT
533667,FIRE DEPARTMENT,External,1,Non-Competitive-5,Health,F,Experienced (non-manager),84744,84744,Annual,"9 Metrotech Center, Brooklyn N",Medical,05/27/2022,10/25/2022,17.61829521829522,FIRE DEPARTMENT
555077,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Non-Competitive-5,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),75504,94761,Annual,96-05 Horace Harding Expway,ENVIRON HEALTH/SAFETY - BWSO,10/20/2022,10/20/2022,17.699064449064448,DOEP
